Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 14,Unnamed: 15
Registered psychiatric nurses,British Columbia,Inflow,Age 35–54,79.0,76.0,91.0,98.0,,93.0,97.0,98.0,56.0,84,,
Registered psychiatric nurses,British Columbia,Inflow,Age 55+,12.0,9.0,14.0,13.0,,8.0,8.0,5.0,11.0,14,,
Registered psychiatric nurses,British Columbia,Inflow,Age not stated,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,
Registered psychiatric nurses,British Columbia,Outflow,Total,171.0,198.0,199.0,,143.0,131.0,157.0,143.0,125.0,,,
Registered psychiatric nurses,British Columbia,Outflow,Age <35,47.0,60.0,54.0,,49.0,25.0,28.0,20.0,28.0,,,
Registered psychiatric nurses,British Columbia,Outflow,Age 35–54,38.0,59.0,53.0,,37.0,40.0,50.0,49.0,39.0,,,
Registered psychiatric nurses,British Columbia,Outflow,Age 55+,86.0,79.0,92.0,,57.0,66.0,79.0,74.0,58.0,,,
Registered psychiatric nurses,British Columbia,Outflow,Age not stated,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
Registered psychiatric nurses,British Columbia,Renewal,Total,2330.0,2409.0,2472.0,2520.0,,2684.0,2775.0,2925.0,3060.0,"3,189",,
Registered psychiatric nurses,British Columbia,Renewal,Age <35,458.0,526.0,586.0,604.0,,683.0,689.0,768.0,828.0,867,,
Registered psychiatric nurses,British Columbia,Renewal,Age 35–54,1238.0,1257.0,1258.0,1307.0,,1363.0,1447.0,1529.0,1609.0,"1,671",,
Registered psychiatric nurses,British Columbia,Renewal,Age 55+,634.0,626.0,628.0,609.0,,638.0,639.0,628.0,623.0,651,,
Registered psychiatric nurses,British Columbia,Renewal,Age not stated,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,
Registered psychiatric nurses,British Columbia,Employment status,Employed in profession,2400.0,2527.0,2526.0,2638.0,2680.0,2762.0,2978.0,3092.0,3178.0,"3,332",,
Registered psychiatric nurses,British Columbia,Employment status,Employed in other than profession and seeking employment in profession,24.0,20.0,23.0,19.0,11.0,12.0,20.0,12.0,16.0,18.0,,
Registered psychiatric nurses,British Columbia,Employment status,Employed in other than profession and not seeking employment in profession,49.0,36.0,30.0,29.0,5.0,8.0,8.0,6.0,12.0,14.0,,
Registered psychiatric nurses,British Columbia,Employment status,Not employed and seeking employment in profession,29.0,29.0,20.0,14.0,9.0,16.0,17.0,13.0,26.0,13.0,,
Registered psychiatric nurses,British Columbia,Employment status,Not employed and not seeking employment in profession,5.0,3.0,4.0,7.0,6.0,8.0,16.0,13.0,20.0,15.0,,
Registered psychiatric nurses,British Columbia,Employment status,Not stated,73.0,55.0,116.0,80.0,116.0,100.0,43.0,67.0,62.0,67.0,,
Registered psychiatric nurses,British Columbia,Location of graduation,Canadian educated,2022.0,2148.0,2225.0,2519.0,,,,,,,,
Registered psychiatric nurses,British Columbia,Location of graduation,Internationally educated,241.0,232.0,213.0,216.0,,,,,,,,
Registered psychiatric nurses,British Columbia,Location of graduation,Not stated,317.0,290.0,281.0,52.0,,,,,,,,
Registered psychiatric nurses,British Columbia,Years since graduation,<5 years,686.0,744.0,720.0,746.0,682.0,662.0,727.0,794.0,815.0,852.0,,
Registered psychiatric nurses,British Columbia,Years since graduation,5–10 years,497.0,572.0,661.0,699.0,696.0,790.0,861.0,899.0,925.0,965.0,,
Registered psychiatric nurses,British Columbia,Years since graduation,11–20 years,486.0,478.0,487.0,528.0,537.0,594.0,649.0,696.0,787.0,865.0,,
Registered psychiatric nurses,British Columbia,Years since graduation,21–30 years,440.0,434.0,420.0,403.0,362.0,354.0,361.0,356.0,341.0,348.0,,
Registered psychiatric nurses,British Columbia,Years since graduation,31+ years,471.0,442.0,431.0,410.0,400.0,400.0,371.0,355.0,343.0,340.0,,
Registered psychiatric nurses,British Columbia,Years since graduation,Not stated,0.0,0.0,0.0,1.0,150.0,106.0,113.0,103.0,103.0,89.0,,
Registered psychiatric nurses,Yukon,Supply,Total,5.0,4.0,,5.0,8.0,9.0,10.0,8.0,25.0,26.0,,
Registered psychiatric nurses,Yukon,Age,Age <25,,,,,,,1.0,,,,,
Registered psychiatric nurses,Yukon,Age,Age 25–34,,,,,,,2.0,,,,,
Registered psychiatric nurses,Yukon,Age,Age 35–44,,,,,,,2.0,,,,,
Registered psychiatric nurses,Yukon,Age,Age 45–54,,,,,,,3.0,,,,,
Registered psychiatric nurses,Yukon,Age,Age 55–64,,,,,,,2.0,,,,,
Registered psychiatric nurses,Yukon,Age,Age 65+,,,,,,,0.0,,,,,
Registered psychiatric nurses,Yukon,Age,Not stated,,,,,,,0.0,,,,,
Registered psychiatric nurses,Yukon,Age,Average age,,,,,,42.0,49.0,,,,,
Registered psychiatric nurses,Yukon,Sex,Female,,,,,,,6.0,,,,,
Registered psychiatric nurses,Yukon,Sex,Male,,,,,,,2.0,,,,,
Registered psychiatric nurses,Yukon,Sex,Not stated,,,,,,,2.0,,,,,
Registered psychiatric nurses,Yukon,Inflow,Total,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age <35,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age 35–54,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age 55+,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Inflow,Age not stated,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Total,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age <35,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age 35–54,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age 55+,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Outflow,Age not stated,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Total,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age <35,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age 35–54,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age 55+,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Renewal,Age not stated,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Employed in profession,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Employed in other than profession and seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Employed in other than profession and not seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Not employed and seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Not employed and not seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Employment status,Not stated,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Location of graduation,Canadian educated,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Location of graduation,Internationally educated,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Location of graduation,Not stated,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,<5 years,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,5–10 years,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,11–20 years,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,21–30 years,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,31+ years,,,,,,,,,,,,
Registered psychiatric nurses,Yukon,Years since graduation,Not stated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Supply,Total,,,,,,,,,,28.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age <25,,,,,,,,,,0.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 25–34,,,,,,,,,,3.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 35–44,,,,,,,,,,9.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 45–54,,,,,,,,,,10.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 55–64,,,,,,,,,,5.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Age 65+,,,,,,,,,,1.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Not stated,,,,,,,,,,0.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Age,Average age,,,,,,,,,,49.4,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Sex,Female,,,,,,,,,,17.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Sex,Male,,,,,,,,,,11.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Sex,Not stated,,,,,,,,,,0.0,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Total,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age <35,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age 35–54,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age 55+,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Inflow,Age not stated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Total,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age <35,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age 35–54,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age 55+,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Outflow,Age not stated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Total,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age <35,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age 35–54,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age 55+,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Renewal,Age not stated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Employed in profession,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Employed in other than profession and not seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Not employed and seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Not employed and not seeking employment in profession,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Employment status,Not stated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Location of graduation,Canadian educated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Location of graduation,Internationally educated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Location of graduation,Not stated,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,<5 years,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,5–10 years,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,11–20 years,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,21–30 years,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,31+ years,,,,,,,,,,,,
Registered psychiatric nurses,Northwest Territories/Nunavut,Years since graduation,Not stated,,,,,,,,,,,,
Registered psychiatric nurses,Jurisdictions with available data,Supply,Total,"5,764","5,856","5,934","6,029","6,050","6,115","6,337","6,511","6,725","6,941",,
Registered psychiatric nurses,Jurisdictions with available data,Age,Age <25,151,142,158,147,132,127,138,178,183,154,,
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 25–34,"1,176","1,336","1,427","1,551","1,638","1,661","1,793","1,879","1,961","2,004",,
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 35–44,"1,167","1,159","1,200","1,269","1,245","1,354","1,472","1,572","1,675","1,883",,
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 45–54,"1,631","1,616","1,537","1,488","1,470","1,422","1,385","1,398","1,402","1,378",,
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 55–64,"1,299","1,240","1,262","1,224","1,243","1,219","1,225","1,160","1,150","1,165",,
Registered psychiatric nurses,Jurisdictions with available data,Age,Age 65+,335,359,350,345,314,323,324,316,329,331,,
Registered psychiatric nurses,Jurisdictions with available data,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered psychiatric nurses,Jurisdictions with available data,Age,Average age,46,45.5,45.1,44.6,44.4,44.3,43.9,43.3,43.1,43,,
Registered psychiatric nurses,Jurisdictions with available data,Sex,Female,"4,584","4,690","4,779","4,867","4,887","4,969","5,171","5,339","5,530","5,722",,
Registered psychiatric nurses,Jurisdictions with available data,Sex,Male,"1,175","1,162","1,155","1,157","1,155","1,137","1,164","1,164","1,170","1,192",,
Registered psychiatric nurses,Jurisdictions with available data,Sex,Not stated,0,0,0,0,0,0,2,0,0,1,,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in profession,"5,463","5,596","5,591","5,680","5,668","5,795","6,038","6,189","6,369","6,561",,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in other than profession and seeking employment in profession,37,36,40,44,46,33,49,26,31,36,,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Employed in other than profession and not seeking employment in profession,70,67,83,91,71,67,66,66,66,62,,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not employed and seeking employment in profession,49,68,49,49,44,41,50,37,48,40,,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not employed and not seeking employment in profession,32,9,16,23,12,12,25,20,29,21,,
Registered psychiatric nurses,Jurisdictions with available data,Employment status,Not stated,108,76,155,137,201,158,99,165,157,167,,
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Canadian educated,"5,005","5,148","5,273","5,623","3,080","3,062","3,115","3,174","3,260","3,299",,
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Internationally educated,385,372,344,344,135,138,130,126,126,129,,
Registered psychiatric nurses,Jurisdictions with available data,Location of graduation,Not stated,369,332,317,57,0,0,0,0,0,0,,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,<5 years,"1,264","1,349","1,377","1,445","1,353","1,303","1,374","1,479","1,510","1,554",,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,5–10 years,957,"1,079","1,209","1,320","1,356","1,521","1,629","1,715","1,766","1,848",,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,11–20 years,885,858,893,933,993,"1,098","1,232","1,357","1,541","1,689",,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,21–30 years,"1,254","1,220","1,149","1,082",973,905,843,781,714,667,,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,31+ years,"1,399","1,345","1,306","1,243","1,217","1,173","1,136","1,068","1,066","1,040",,
Registered psychiatric nurses,Jurisdictions with available data,Years since graduation,Not stated,0,1,0,1,150,106,113,103,103,89,,
Licensed practical nurses,Newfoundland and Labrador,Supply,Total,"2,304","2,347","2,403","2,376","2,390","2,391","2,428","2,480","2,432","2,778",,
Licensed practical nurses,Newfoundland and Labrador,Age,Age <25,129,147,168,193,209,219,229,255,234,258,,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 25–34,399,444,493,517,553,574,615,636,628,749,,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 35–44,632,610,613,598,601,608,607,620,610,679,,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 45–54,753,745,734,695,650,619,616,601,573,628,,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 55–64,378,383,377,352,358,351,336,341,358,421,,
Licensed practical nurses,Newfoundland and Labrador,Age,Age 65+,13,18,18,21,19,20,25,25,29,43,,
Licensed practical nurses,Newfoundland and Labrador,Age,Not stated,0,0,0,0,0,0,0,2,0,0,,
Licensed practical nurses,Newfoundland and Labrador,Age,Average age,43.3,42.9,42.4,41.9,41.4,41.2,40.9,40.6,40.7,40.7,,
Licensed practical nurses,Newfoundland and Labrador,Sex,Female,"2,063","2,114","2,174","2,155","2,158","2,165","2,201","2,253","2,215","2,542",,
Licensed practical nurses,Newfoundland and Labrador,Sex,Male,241,233,229,221,232,226,227,227,217,236,,
Licensed practical nurses,Newfoundland and Labrador,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Total,185,210,229,217,231,208,208,266,195,357,,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age <35,118,147,167,163,169,151,158,192,121,210,,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age 35–54,66,57,58,49,55,51,45,67,66,124,,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age 55+,1,6,4,5,7,6,5,5,8,23,,
Licensed practical nurses,Newfoundland and Labrador,Inflow,Age not stated,0,0,0,0,0,0,0,2,0,0,,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Total,167,173,244,217,207,171,214,243,11,,,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age <35,42,46,69,72,75,62,87,99,4,,,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age 35–54,62,55,88,64,66,44,69,80,6,,,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age 55+,63,72,87,81,66,65,58,62,1,,,
Licensed practical nurses,Newfoundland and Labrador,Outflow,Age not stated,0,0,0,0,0,0,0,2,0,,,
Licensed practical nurses,Newfoundland and Labrador,Renewal,Total,"2,119","2,137","2,174","2,159","2,159","2,183","2,220","2,214","2,237","2,421",,
